Topic_code,Topic_desc,DataSet_code,DataSet_desc,Country_code,Country_desc,Flow_code,Flow_desc,Indicator_code,Indicator_desc,Partner_Country_code,Partner_Country_desc,Unit_code,Unit_desc,Year,Value,Value_Flag,Notes_Export
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2002,4760996123,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2003,4934451615,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2004,6900716727,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2005,8785555678,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2006,11039853867,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2007,12363627000,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2008,16302163503,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2009,12325801720,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2010,17482418780,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2011,20340708939,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2012,20057267774,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2013,21196640246,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2014,20595869303,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2015,14774228477,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOF,Office and telecom equipment,WL,World,UC,US dollar at current prices,2016,11979287913,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,1990,469353088,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,1991,515271936,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,1992,747741952,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,1993,941294208,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,1994,1234371328,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,1995,1684389760,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,1996,1776854528,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,1997,1820943872,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,1998,1826918144,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,1999,1614524073,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2000,1962204373,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2001,1827913342,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2002,1404929076,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2003,1320944888,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2004,1566079430,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2005,2027320826,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2006,2718601322,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2007,3471898000,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2008,4299864133,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2009,3684833327,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2010,5013764814,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2011,5456522702,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2012,5952487915,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2013,5446932578,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2014,5085458628,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2015,3757032222,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTEP,Electronic data processing and office equipment,WL,World,UC,US dollar at current prices,2016,2638196378,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,1990,555028416,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,1991,542556992,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,1992,555018368,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,1993,884785152,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,1994,1360564864,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,1995,2215678976,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,1996,2699172864,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,1997,3455941120,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,1998,2866719232,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,1999,2672956301,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2000,3071371186,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2001,3054503653,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2002,1564316717,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2003,1614311237,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2004,2541903627,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2005,3402041789,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2006,4427593199,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2007,5151055000,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2008,7597674702,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2009,5170980865,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2010,7824958922,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2011,9790765273,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2012,9164677474,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2013,10315133129,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2014,10387284804,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2015,7568656440,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTTL,Telecommunications equipment,WL,World,UC,US dollar at current prices,2016,5875373740,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,1990,489772704,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,1991,450032256,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,1992,380607424,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,1993,561094720,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,1994,807600192,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,1995,1329458560,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,1996,1579562496,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,1997,1723767168,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,1998,1513612416,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,1999,1634803856,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2000,2567785628,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2001,2073247230,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2002,1791750330,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2003,1999195490,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2004,2792733670,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2005,3356193063,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2006,3893659346,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2007,3740674000,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2008,4404624668,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2009,3469987528,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2010,4643695044,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2011,5093420964,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2012,4940102385,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2013,5434574539,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2014,5123125871,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2015,3448539815,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
MT,Merchandise trade,CO,Merchandise trade by commodity,BR,Brazil,M,Imports,MAMTOTIC,Integrated circuits and electronic components,WL,World,UC,US dollar at current prices,2016,3465717795,,Method of valuation: 2000 onwards: Imports are valued f.o.b.
